id|Nationality|Nationality_Region|Nationality_IncomeGroup|aff_country|aff_country_Region|aff_country_IncomeGroup|Gender|Citations|Productivity|Degree
ur.013514104702.14|KE|Sub-Saharan Africa|Lower middle income|Canada|North America|High income|male|3126|1|3
ur.01336116310.23|CA|North America|High income|Canada|North America|High income|male|3126|1|3
ur.015355761032.41|NL|Europe & Central Asia|High income|Canada|North America|High income|male|3126|1|3
ur.013570160327.47|KE|Sub-Saharan Africa|Lower middle income|Canada|North America|High income|male|3126|1|3
ur.0642340017.01|RO|Europe & Central Asia|High income|Canada|North America|High income||3122|1|0
ur.01212562774.72|US|North America|High income|United States|North America|High income||3110|1|2
ur.01005350474.77|GB|Europe & Central Asia|High income|United States|North America|High income||3110|1|2
ur.01251016417.67|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income||3109|1|0
ur.014457556076.85|DE|Europe & Central Asia|High income|United States|North America|High income|male|3108|1|1
ur.07440637376.85|AU|East Asia & Pacific|High income|United States|North America|High income|male|5423|2|3
ur.012701124355.22|NZ|East Asia & Pacific|High income|Canada|North America|High income|male|3090|1|0
ur.014620633325.35|ZA|Sub-Saharan Africa|Upper middle income|South Africa|Sub-Saharan Africa|Upper middle income||3079|1|0
ur.0114072631.04|US|North America|High income|United States|North America|High income||3073|1|0
ur.01121551514.69|DE|Europe & Central Asia|High income|United States|North America|High income|male|3069|1|0
ur.0717523030.00|TW|||Switzerland|Europe & Central Asia|High income|male|3066|1|1
ur.015135066273.95|LB|Middle East & North Africa|Lower middle income|United States|North America|High income||3059|1|0
ur.01017767143.50|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||5103|2|3
ur.0632405177.91|AT|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||5103|2|3
ur.013066564565.89||||United States|North America|High income|male|3052|1|0
ur.01301762105.68|IE|Europe & Central Asia|High income|United States|North America|High income|male|3052|1|0
ur.010645131102.92|KR|East Asia & Pacific|High income|United States|North America|High income|male|5223|2|3
ur.07364047765.73|NL|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||3033|1|3
ur.015106720047.65|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||3033|1|3
ur.0762547565.51|UA|Europe & Central Asia|Lower middle income|Germany|Europe & Central Asia|High income||3033|1|3
ur.012673014151.08|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3033|1|3
ur.013425432361.30|IT|Europe & Central Asia|High income|United States|North America|High income|female|3031|1|1
ur.012615570335.21|US|North America|High income|United States|North America|High income|male|3031|1|1
ur.0750431441.74|GR|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|3028|1|3
ur.01123020557.83|PL|Europe & Central Asia|High income|United States|North America|High income||3021|1|0
ur.01300105117.59|MQ|||Norway|Europe & Central Asia|High income|male|3019|1|3
ur.0726446261.05|TW|||United States|North America|High income||3019|1|3
ur.012326702353.90|CA|North America|High income|United States|North America|High income|male|3019|1|3
ur.01237321330.31|LK|South Asia|Lower middle income|United States|North America|High income|male|3019|1|3
ur.015315502313.00|GH|Sub-Saharan Africa|Lower middle income|United Kingdom|Europe & Central Asia|High income|male|3019|1|0
ur.01250363417.21|US|North America|High income|United States|North America|High income|male|5976|2|10
ur.01076767162.99|US|North America|High income|United States|North America|High income|male|3017|1|1
ur.0704033044.52|NZ|East Asia & Pacific|High income|United States|North America|High income|male|5063|2|6
ur.0662455214.01|IN|South Asia|Lower middle income|United States|North America|High income|male|3016|1|5
ur.014536755643.24|US|North America|High income|United States|North America|High income|male|3016|1|5
ur.01327141233.96|GB|Europe & Central Asia|High income|United States|North America|High income|male|3016|1|5
ur.01106170454.24|IN|South Asia|Lower middle income|United States|North America|High income|male|3016|1|5
ur.010734030447.60|HK|East Asia & Pacific|High income|Taiwan||||3015|1|0
ur.01221264465.18||||Germany|Europe & Central Asia|High income|male|3002|1|7
ur.015471463265.10|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3002|1|7
ur.01277555160.73||||Germany|Europe & Central Asia|High income|male|3002|1|7
ur.01075173710.76|CH|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3002|1|7
ur.0660222165.44|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3002|1|7
ur.01052741260.31|NL|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3002|1|7
ur.016710216215.40|JP|East Asia & Pacific|High income|United States|North America|High income|male|2990|1|1
ur.010670112725.89|NZ|East Asia & Pacific|High income|United States|North America|High income|male|2990|1|1
ur.012147257644.78|GH|Sub-Saharan Africa|Lower middle income|United States|North America|High income|male|2975|1|1
ur.01203175266.22|NZ|East Asia & Pacific|High income|United States|North America|High income|male|2975|1|1
ur.012762301243.46|AR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|2971|1|2
ur.011712312112.30|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|2971|1|2
ur.01257267174.01|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|2971|1|2
ur.014770203414.06|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income||2969|1|0
ur.013035660256.36|RU|Europe & Central Asia|Upper middle income|Russia|Europe & Central Asia|Upper middle income|male|2968|1|0
ur.011075133363.70|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||2962|1|2
ur.01167200161.48|CA|North America|High income|United States|North America|High income|male|2959|1|9
ur.01044736411.27||||United States|North America|High income|male|2959|1|9
ur.01370565641.63|US|North America|High income|United States|North America|High income|male|2959|1|9
ur.01231060561.48|IE|Europe & Central Asia|High income|United States|North America|High income|male|2959|1|9
ur.0660573235.78||||United States|North America|High income|male|2959|1|9
ur.01070570274.28|RU|Europe & Central Asia|Upper middle income|France|Europe & Central Asia|High income|male|2959|1|9
ur.01244635041.24|NL|Europe & Central Asia|High income|United States|North America|High income|male|2959|1|9
ur.01361063441.37|GH|Sub-Saharan Africa|Lower middle income|United States|North America|High income|male|2959|1|9
ur.0701306622.23|TW|||United States|North America|High income||5263|2|5
ur.07372145325.11|DE|Europe & Central Asia|High income|United States|North America|High income|male|5263|2|5
ur.013566124322.77|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income||2953|1|5
ur.0634671007.11|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income||2953|1|5
ur.012504010225.31|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income||2953|1|5
ur.0671252427.06|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income||2953|1|5
ur.011663136135.50|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|female|5058|2|10
ur.0746731750.55|VN|East Asia & Pacific|Lower middle income|United States|North America|High income|female|2949|1|3
ur.015767240164.25|NZ|East Asia & Pacific|High income|United States|North America|High income||2949|1|3
ur.014655467761.88|GB|Europe & Central Asia|High income|United States|North America|High income|male|2949|1|3
ur.01357116543.15|IR|Middle East & North Africa|Lower middle income|United States|North America|High income|male|2949|1|3
ur.011564171073.06|IL|Middle East & North Africa|High income|Russia|Europe & Central Asia|Upper middle income||2947|1|2
ur.010426261172.54|IL|Middle East & North Africa|High income|Russia|Europe & Central Asia|Upper middle income||2947|1|2
ur.016527272126.06|RU|Europe & Central Asia|Upper middle income|Russia|Europe & Central Asia|Upper middle income||2947|1|2
ur.0712067676.85|UA|Europe & Central Asia|Lower middle income|Portugal|Europe & Central Asia|High income||2939|1|1
ur.010434714444.72|PT|Europe & Central Asia|High income|Portugal|Europe & Central Asia|High income||2939|1|1
ur.01206132427.12|IN|South Asia|Lower middle income|United States|North America|High income|male|2939|1|4
ur.0635266642.02|GB|Europe & Central Asia|High income|United States|North America|High income|male|2939|1|4
ur.014055640065.48|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income||2939|1|4
ur.0660370014.76|IL|Middle East & North Africa|High income|United States|North America|High income|male|2939|1|4
ur.015232304213.13|FR|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|2931|1|1
ur.07406361637.67|NL|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|2931|1|1
ur.010012475553.60|BG|Europe & Central Asia|Upper middle income|United States|North America|High income|male|2929|1|1
ur.01233627233.36|AU|East Asia & Pacific|High income|Germany|Europe & Central Asia|High income|male|2924|1|1
ur.0612322414.19|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2924|1|1
ur.01041750470.13|NL|Europe & Central Asia|High income|United States|North America|High income|female|2913|1|0
ur.011055266721.64|CH|Europe & Central Asia|High income|United States|North America|High income||2911|1|3
ur.016307276161.06|ZA|Sub-Saharan Africa|Upper middle income|United States|North America|High income|male|5029|2|6
ur.016701747011.64|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income||2911|1|3
ur.07527331170.64|AU|East Asia & Pacific|High income|Australia|East Asia & Pacific|High income||2911|1|3
ur.014021204267.84|IL|Middle East & North Africa|High income|United States|North America|High income|male|2910|1|0
ur.0735175411.53|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|2908|1|0
ur.01224425375.52|SE|Europe & Central Asia|High income|United States|North America|High income|male|2895|1|2
ur.01014117232.64|JM|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|2895|1|2
ur.014244031550.14|IL|Middle East & North Africa|High income||||male|2895|1|2
ur.0732136766.65|SE|Europe & Central Asia|High income|United States|North America|High income|male|2883|1|1
ur.01152722774.49|SE|Europe & Central Asia|High income|United States|North America|High income|male|2883|1|1
ur.0762045276.35|AT|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2877|1|4
ur.01050725202.00|IL|Middle East & North Africa|High income|Germany|Europe & Central Asia|High income|male|2877|1|4
ur.01201447321.69|DE|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|2877|1|4
ur.011065006675.38|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|2877|1|4
ur.014561237657.75|US|North America|High income|Canada|North America|High income|male|2876|1|1
ur.0766156360.49|JP|East Asia & Pacific|High income|United States|North America|High income|male|2874|1|1
ur.013515377203.19||||United States|North America|High income||2874|1|1
ur.010014661706.06|DE|Europe & Central Asia|High income|United States|North America|High income|male|2869|1|1
ur.010407213343.18|IL|Middle East & North Africa|High income|United States|North America|High income|male|2869|1|1
ur.011470172305.97|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income|male|2863|1|1
ur.014003061651.00|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income|male|2863|1|1
ur.015317115342.11|PH|East Asia & Pacific|Lower middle income|Russia|Europe & Central Asia|Upper middle income|male|2862|1|0
ur.012065555453.46|MT|Middle East & North Africa|High income|United States|North America|High income|female|2857|1|1
ur.013220066737.23|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|2857|1|1
ur.01024554266.19|DE|Europe & Central Asia|High income|United States|North America|High income|male|2850|1|0
ur.012045657645.27|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income||2848|1|1
ur.013375342702.78|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|2848|1|1
ur.01052337620.39|AT|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||2846|1|0
